Period,TotalLiabPrivSec,LiabPrivNFIHousehold,LiabPrivFIs,LiabPrivNFIs,LiabPrivHousehold,PrivexcldOFCs,PrivOFCsexcldIntOFCs,M4Growth,M4GrowthRate,GrowthStatusM4,M4GrowthFIs,M4GrowthFIsRate,GrowthStatusM4FI,M4GrowthNFIs,M4GrowthNFIsRate,GrowthStatusM4NFI,M4GrowthHousehold,M4GrowthHouseholdRate,GrowthStatusM4Household
2021-10,2977815,2319262,658553,571714,1747548,2702123,382861,21372,0.717707446567366,Growth,11850,1.79939959274348,Growth,-4754,-0.831534648443103,Decline,14276,0.816916044652279,Growth
2021-09,2956443,2309740,646703,576468,1733272,2684986,375246,28047,0.948673794827095,Growth,5495,0.849694527472426,Growth,12039,2.08840733570641,Growth,10513,0.606540692978367,Growth
2021-08,2928396,2287188,641208,564429,1722759,2656354,369166,4042,0.138027780395821,Growth,-131,-0.020430188020112,Decline,4914,0.870614373109815,Growth,-741,-0.043012400457638,Decline
2021-07,2924354,2283014,641339,559515,1723500,2656249,373235,6376,0.218031059167255,Growth,16419,2.56011251459836,Growth,-14564,-2.60296864248501,Decline,4521,0.262315056570931,Growth
2021-06,2917978,2293058,624920,574079,1718979,2656360,363302,22422,0.768408809113708,Growth,-1701,-0.27219484093964,Decline,17658,3.07588328435633,Growth,6465,0.37609534496931,Growth
2021-05,2895556,2268935,626621,556421,1712514,2629994,361060,9095,0.314102023929083,Growth,-3035,-0.484343805905005,Decline,3730,0.670355719859603,Growth,8401,0.49056533260458,Growth
2021-04,2886461,2256805,629656,552691,1704113,2621909,365105,16688,0.57814742690097,Growth,-1817,-0.288570266939408,Decline,-3731,-0.675060748230024,Decline,22235,1.30478436582551,Growth
2021-03,2869773,2238300,631473,556422,1681878,2604678,366377,22701,0.791038176190242,Growth,-6805,-1.07763910729358,Decline,11716,2.10559611230325,Growth,17790,1.05774616232569,Growth
2021-02,2847072,2208795,638278,544706,1664088,2578001,369207,23298,0.818314394578008,Growth,5644,0.884254196447316,Growth,-4119,-0.756187741644116,Decline,21772,1.30834427025494,Growth
2021-01,2823774,2191140,632634,548825,1642316,2564620,373480,2390,0.0846385015231389,Growth,3083,0.487327585934363,Growth,-7852,-1.43069284380267,Decline,7160,0.435969691581888,Growth
2020-12,2821384,2191833,629551,556677,1635156,2558715,366882,15435,0.547071933490797,Growth,-17190,-2.73051746403389,Decline,8215,1.47572110936863,Growth,24409,1.4927627700354,Growth
2020-11,2805949,2159208,646741,548462,1610747,2539003,379794,22821,0.813307725835359,Growth,-313,-0.0483964987529784,Decline,7632,1.3915275807622,Growth,15502,0.962410608245739,Growth
2020-10,2783128,2136074,647054,540830,1595245,2504786,368712,-3722,-0.133734416814462,Decline,-26748,-4.133812633876,Decline,4576,0.846106909749829,Growth,18451,1.15662484445963,Growth
2020-09,2786850,2113048,673802,536254,1576794,2477543,364495,21323,0.765129088397294,Growth,7955,1.18061388954025,Growth,10700,1.99532311180896,Growth,2669,0.169267513701853,Growth
2020-08,2765527,2099680,665847,525554,1574125,2463666,363987,-16753,-0.605779657909686,Decline,-21740,-3.26501433512504,Decline,656,0.124820665431145,Growth,4330,0.275073453505916,Growth
2020-07,2782280,2094693,687587,524898,1569795,2468249,373556,33256,1.19527869229553,Growth,18056,2.62599496500079,Growth,8660,1.64984435071195,Growth,6539,0.416551205730685,Growth
2020-06,2749024,2079494,669531,516238,1563256,2446136,366642,29608,1.07703679560455,Growth,2631,0.392961640312398,Growth,18562,3.59562837295976,Growth,8416,0.538363518195356,Growth
2020-05,2719416,2052515,666900,497676,1554840,2425672,373157,51687,1.90066543699088,Growth,-7461,-1.11875843454791,Decline,26581,5.34102508459319,Growth,32567,2.09455635306527,Growth
2020-04,2667729,1993368,674361,471095,1522273,2368238,374870,55942,2.09698961176341,Growth,16493,2.44572269155541,Growth,16182,3.43497596026279,Growth,23266,1.52837237473173,Growth
2020-03,2611787,1953919,657868,454913,1499007,2325498,371578,81991,3.13926824813815,Growth,32877,4.99750709868849,Growth,33273,7.3141457817209,Growth,15843,1.05689966757994,Growth
2020-02,2529796,1904804,624991,421640,1483164,2242423,337619,13744,0.543284913091807,Growth,3659,0.585448430457399,Growth,300,0.071150744711128,Growth,9784,0.659670811858972,Growth
2020-01,2516052,1894720,621332,421340,1473380,2234230,339510,10105,0.40162127014863,Growth,30693,4.93987111560325,Growth,-12599,-2.99022167370769,Decline,-7989,-0.542222644531621,Decline
2019-12,2505947,1915308,590639,433939,1481369,2244215,328907,-5461,-0.217921608078702,Decline,-11803,-1.99834416623352,Decline,4462,1.02825512341596,Growth,1880,0.126909635614084,Growth
2019-11,2511408,1908966,602442,429477,1479489,2237064,328098,26151,1.04128839280595,Growth,11178,1.85544832531596,Growth,4326,1.00727163503517,Growth,10646,0.719572771409588,Growth
2019-10,2485257,1893993,591264,425151,1468843,2218253,324260,9599,0.386237721088805,Growth,5495,0.929364886074579,Growth,-524,-0.123250327530689,Decline,4629,0.315146002670129,Growth
2019-09,2475658,1889889,585769,425675,1464214,2217615,327726,12923,0.52200263525899,Growth,4680,0.798949756644684,Growth,3810,0.895049039760381,Growth,4432,0.302687995060831,Growth
2019-08,2462735,1881647,581089,421865,1459782,2204719,323072,20003,0.812227056504252,Growth,8897,1.53109076234449,Growth,2353,0.55776136915838,Growth,8755,0.599747085523729,Growth
2019-07,2442732,1870539,572192,419512,1451027,2189373,318834,10905,0.446426378333767,Growth,12577,2.19803842066999,Growth,1986,0.47340719693358,Growth,-3659,-0.25216622433628,Decline
2019-06,2431827,1872212,559615,417526,1454686,2185263,313051,3142,0.129203269804966,Growth,-3263,-0.583079438542569,Decline,1016,0.243338139421258,Growth,5389,0.370457954500146,Growth
2019-05,2428685,1865807,562878,416510,1449297,2177138,311331,-2179,-0.0897193337135116,Decline,-18832,-3.34566282569225,Decline,5467,1.3125735276464,Growth,11186,0.771822476690423,Growth
2019-04,2430864,1849153,581710,411043,1438111,2168529,319376,16846,0.693004627161371,Growth,15136,2.601983806364,Growth,-3956,-0.962429721464664,Decline,5666,0.393989059258986,Growth
2019-03,2414018,1847444,566574,414999,1432445,2163655,316210,5830,0.241506069963024,Growth,-10715,-1.89119161839407,Decline,5153,1.24168973901142,Growth,11392,0.795283588549648,Growth
2019-02,2408188,1830899,577289,409846,1421053,2142987,312088,9738,0.404370422907182,Growth,5786,1.00227095960602,Growth,-4110,-1.00281569174763,Decline,8062,0.567325778841465,Growth
2019-01,2398450,1826947,571503,413956,1412991,2137814,310867,-15732,-0.655923617336196,Decline,7216,1.26263554172069,Growth,-11107,-2.68313540569529,Decline,-11841,-0.838009583925163,Decline
2018-12,2414182,1849895,564287,425063,1424832,2160587,310692,12168,0.504021652054402,Growth,1085,0.192278042910788,Growth,5413,1.27345828735976,Growth,5670,0.397941652068454,Growth
2018-11,2402014,1838812,563202,419650,1419162,2147667,308855,3965,0.165069812249221,Growth,-7261,-1.28923547856719,Decline,4400,1.04849279161206,Growth,6826,0.480988076061789,Growth
2018-10,2398049,1827586,570463,415250,1412336,2140947,313361,12138,0.506161467092624,Growth,10445,1.83096887966441,Growth,799,0.192414208308248,Growth,894,0.0632993848489311,Growth
2018-09,2385911,1825893,560018,414451,1411442,2137063,311169,2935,0.12301380898114,Growth,-3379,-0.603373462995832,Decline,866,0.208951118467563,Growth,5449,0.386059080004704,Growth
2018-08,2382976,1819578,563397,413585,1405993,2132400,312822,4314,0.181034135467583,Growth,-4747,-0.842567496809532,Decline,2017,0.487686932553163,Growth,7043,0.500927102766514,Growth
2018-07,2378662,1810518,568144,411568,1398950,2124772,314254,2008,0.0844172059754602,Growth,7941,1.39770903151314,Growth,-1117,-0.271401080744859,Decline,-4816,-0.344258193645234,Decline
2018-06,2376654,1816451,560203,412685,1403766,2142736,326285,1921,0.0808279202610056,Growth,-12795,-2.28399348093459,Decline,5784,1.40155324278808,Growth,8933,0.636359621190426,Growth
2018-05,2374733,1801734,572998,406901,1394833,2136215,334481,16559,0.697299443769047,Growth,1080,0.188482333271669,Growth,9201,2.26123799155077,Growth,6277,0.450018030832365,Growth
2018-04,2358174,1786256,571918,397700,1388556,2108967,322711,372,0.0157749173725094,Growth,2100,0.367185505614441,Growth,1240,0.311792808649736,Growth,-2968,-0.213747230936311,Decline
2018-03,2357802,1787984,569818,396460,1391524,2114076,326092,-12165,-0.515946631651004,Decline,-32287,-5.66619517108972,Decline,6462,1.62992483478787,Growth,13660,0.981657520818901,Growth
2018-02,2369967,1767862,602105,389998,1377864,2093735,325873,-4814,-0.203125191194645,Decline,-7244,-1.20311241394773,Decline,-364,-0.0933338119682665,Decline,2793,0.202705056522269,Growth
2018-01,2374781,1765432,609349,390362,1375071,2093083,327651,15075,0.634795376921072,Growth,38201,6.26914953499554,Growth,-9981,-2.55685748100481,Decline,-13145,-0.955950638185228,Decline
2017-12,2359706,1788558,571148,400343,1388216,2104924,316366,-10948,-0.463956103006053,Decline,-18363,-3.21510361587539,Decline,65,0.0162360775634893,Growth,7351,0.529528545989961,Growth
2017-11,2370654,1781143,589511,400278,1380865,2093372,312229,5397,0.227658696714071,Growth,-7975,-1.35281614762066,Decline,9048,2.26042900184372,Growth,4324,0.313137055396436,Growth
2017-10,2365257,1767771,597486,391230,1376541,2081869,314098,8938,0.377887054134075,Growth,9257,1.54932500510472,Growth,-324,-0.082815734989648,Decline,5,0.000363229282673019,Growth
2017-09,2356319,1768090,588229,391554,1376536,2083545,315455,22091,0.937521617404095,Growth,7310,1.24271329703228,Growth,5747,1.46774135879087,Growth,9034,0.656285051753096,Growth
2017-08,2334228,1753309,580919,385807,1367502,2065000,311691,24143,1.03430341851781,Growth,14523,2.50000430352596,Growth,7482,1.93931162472428,Growth,2138,0.156343464214312,Growth
2017-07,2310085,1743689,566396,378325,1365364,2046769,303080,-5807,-0.251376031617884,Decline,5956,1.05156109859533,Growth,-9339,-2.46851252230225,Decline,-2424,-0.177535074895779,Decline
2017-06,2315892,1755452,560440,387664,1367788,2065166,309714,7311,0.315688296345425,Growth,-12705,-2.26696881022054,Decline,11151,2.87646002724008,Growth,8865,0.648126756485654,Growth
2017-05,2308581,1735436,573145,376513,1358923,2045906,310471,-6188,-0.268043443136715,Decline,-7535,-1.31467604183933,Decline,6713,1.78293976569202,Growth,-5366,-0.394871526937141,Decline
2017-04,2314769,1734089,580680,369800,1364289,2040939,306850,26225,1.13294242319644,Growth,20660,3.55789763725288,Growth,-3902,-1.0551649540292,Decline,9467,0.693914559158653,Growth
2017-03,2288544,1728524,560020,373702,1354822,2034187,305663,34663,1.51463113665282,Growth,10539,1.88189707510446,Growth,13295,3.55764753734259,Growth,10829,0.799293191282692,Growth
2017-02,2253881,1704400,549481,360407,1343993,1998808,294408,1903,0.084432141714669,Growth,-3383,-0.61567187946444,Decline,91,0.0252492321181331,Growth,5195,0.386534751297068,Growth
2017-01,2251978,1699114,552864,360316,1338798,1987291,288177,1128,0.050089299273794,Growth,24234,4.38335648550096,Growth,-9273,-2.57357430699719,Decline,-13833,-1.03324026477482,Decline
2016-12,2250850,1722220,528630,369589,1352631,2004607,282387,-9254,-0.411133571761779,Decline,-26118,-4.94069576074003,Decline,6657,1.80118997048072,Growth,10206,0.75452950582975,Growth
2016-11,2260104,1705356,554748,362932,1342425,1991065,285708,9755,0.431617306106268,Growth,6913,1.2461514056833,Growth,3611,0.994952222454895,Growth,-768,-0.0572098999944131,Decline
2016-10,2250349,1702514,547835,359321,1343193,1994300,291786,21633,0.961317555632482,Growth,19686,3.59341772614017,Growth,-1703,-0.473949476930099,Decline,3650,0.271740546593081,Growth
2016-09,2228716,1700567,528149,361024,1339543,1988652,288085,108,0.00484583948784861,Growth,-18736,-3.54748375931792,Decline,5593,1.54920448502039,Growth,13252,0.989292616959665,Growth
2016-08,2228608,1681722,546885,355431,1326291,1962879,281156,16875,0.757199112629947,Growth,13180,2.41001307404665,Growth,4067,1.14424459318405,Growth,-373,-0.028123541515399,Decline
2016-07,2211733,1678028,533705,351364,1326664,1964038,286010,21731,0.982532701732081,Growth,16248,3.04437844876851,Growth,-3730,-1.06157716783734,Decline,9212,0.694373255021618,Growth
2016-06,2190002,1672546,517457,355094,1317452,1943443,270898,37634,1.71844591922747,Growth,21940,4.23996583290979,Growth,10241,2.88402507505055,Growth,5454,0.413980926819345,Growth
2016-05,2152368,1656851,495517,344853,1311998,1907401,250550,23580,1.09553756606677,Growth,15448,3.11755197097173,Growth,4907,1.42292513041789,Growth,3226,0.245884521165429,Growth
2016-04,2128788,1648719,480069,339946,1308772,1892121,243403,-3161,-0.148488247772911,Decline,-5978,-1.2452376637525,Decline,-13363,-3.93091843998753,Decline,16179,1.23619698465432,Growth
2016-03,2131949,1645902,486047,353309,1292593,1894858,248957,4630,0.217172174381282,Growth,-20250,-4.1662637563857,Decline,11824,3.34664557087422,Growth,13056,1.01006271889141,Growth
2016-02,2127319,1621022,506297,341485,1279537,1874115,253094,19590,0.920877404846194,Growth,13616,2.68933057079145,Growth,-1173,-0.343499714482335,Decline,7146,0.558483263868102,Growth
2016-01,2107729,1615048,492681,342658,1272391,1861901,246852,-10919,-0.518045725992288,Decline,664,0.134772804309482,Growth,-9881,-2.88363324364235,Decline,-1701,-0.13368532157175,Decline
2015-12,2118648,1626630,492017,352539,1274092,1864713,238083,-2216,-0.104595005871669,Decline,-15795,-3.21025493021583,Decline,3989,1.13150601777392,Growth,9590,0.752692898158061,Growth
2015-11,2120864,1613052,507812,348550,1264502,1859009,245957,10017,0.472307512410037,Growth,-356,-0.0701046844107662,Decline,7886,2.26251613828719,Growth,2487,0.196678217986211,Growth
2015-10,2110847,1602679,508168,340664,1262015,1850800,248121,15219,0.720990199668664,Growth,2048,0.40301632530974,Growth,1629,0.478183782260526,Growth,11542,0.914569161222331,Growth
2015-09,2095628,1589508,506120,339035,1250473,1840317,250809,-19201,-0.916240859541865,Decline,-29664,-5.86106061803525,Decline,9606,2.83333579128999,Growth,857,0.0685340667091573,Growth
2015-08,2114829,1579045,535784,329429,1249616,1827116,248071,-11048,-0.522406303299227,Decline,-15675,-2.92561927941111,Decline,-1310,-0.397657765406203,Decline,5938,0.475185977132175,Growth
2015-07,2125877,1574417,551459,330739,1243678,1831167,256750,15574,0.732591772713097,Growth,11736,2.12817272000276,Growth,1586,0.479532199105639,Growth,2250,0.180914995682162,Growth
2015-06,2110303,1570581,539723,329153,1241428,1827075,256495,-10228,-0.484669736999853,Decline,-16881,-3.12771551332813,Decline,7426,2.25609367072456,Growth,-773,-0.0622670021942473,Decline
2015-05,2120531,1563928,556604,321727,1242201,1824533,260605,13770,0.649365654168696,Growth,4769,0.856803041300458,Growth,1793,0.55730479568081,Growth,7209,0.580340862710624,Growth
2015-04,2106761,1554926,551835,319934,1234992,1819068,264142,2905,0.137889395142591,Growth,1018,0.184475431967889,Growth,-6434,-2.011039776954,Decline,8321,0.673769546685323,Growth
2015-03,2103856,1553039,550817,326368,1226671,1814035,260996,21920,1.04189640355614,Growth,3790,0.688068814143354,Growth,15152,4.64261202078635,Growth,2978,0.242770881515908,Growth
2015-02,2081936,1534909,547027,311216,1223693,1792149,257241,-17,-0.00081654767485648,Decline,-6105,-1.11603266383561,Decline,418,0.134311860572721,Growth,5671,0.463433230393571,Growth
2015-01,2081953,1528820,553132,310798,1218022,1786184,257363,-23039,-1.10660519233623,Decline,-7872,-1.42316842995885,Decline,-6977,-2.24486644058199,Decline,-8190,-0.67240164791769,Decline
2014-12,2104992,1543987,561004,317775,1226212,1791330,247343,-2918,-0.138622854623676,Decline,-16669,-2.97128006217424,Decline,9523,2.99677444732909,Growth,4227,0.344720162582,Growth
2014-11,2107910,1530237,577673,308252,1221985,1778755,248518,5589,0.26514414752053,Growth,-2820,-0.488165450003722,Decline,3202,1.03876049466021,Growth,5207,0.426109976800043,Growth
2014-10,2102321,1521828,580493,305050,1216778,1768901,247073,-4257,-0.20249048551577,Decline,-14012,-2.41381033018486,Decline,720,0.236026880839207,Growth,9035,0.74253479270664,Growth
2014-09,2106578,1512073,594505,304330,1207743,1773104,261031,-12958,-0.615120826287942,Decline,-20360,-3.42469785788177,Decline,5118,1.68172707258568,Growth,2284,0.189113081177038,Growth
2014-08,2119536,1504671,614865,299212,1205459,1763139,258468,12500,0.589751719244212,Growth,6621,1.07682174135786,Growth,-1408,-0.470569362191356,Decline,7287,0.604500028619804,Growth
2014-07,2107036,1498792,608244,300620,1198172,1754870,256078,-2167,-0.102845893473106,Decline,-1761,-0.289521968157516,Decline,302,0.100459051293992,Growth,-708,-0.0590900137876699,Decline
2014-06,2109203,1499198,610005,300318,1198880,1761677,262479,9374,0.444433276455609,Growth,1906,0.312456455274957,Growth,6103,2.03217922335658,Growth,1365,0.113856265848125,Growth
2014-05,2099829,1491729,608099,294215,1197515,1747652,255923,-1152,-0.0548616101596844,Decline,-10946,-1.80003584942583,Decline,2967,1.00844620430637,Growth,6828,0.570180749301679,Growth
2014-04,2100981,1481936,619045,291248,1190687,1741499,259563,-6998,-0.333082498128255,Decline,-10814,-1.74688431374133,Decline,-1790,-0.614596495083228,Decline,5605,0.470736641955443,Growth
2014-03,2107979,1478120,629859,293038,1185082,1737718,259598,-34778,-1.64982668233412,Decline,-44856,-7.12159388053517,Decline,5350,1.82570178611648,Growth,4728,0.398959734431879,Growth
2014-02,2142757,1468042,674715,287688,1180354,1723298,255256,20861,0.973558830982701,Growth,7636,1.1317371038142,Growth,5931,2.06160840910987,Growth,7294,0.617950208157892,Growth
2014-01,2121896,1454817,667079,281757,1173060,1706843,252026,15608,0.73556856697972,Growth,26135,3.91782682410929,Growth,-8027,-2.84890881149359,Decline,-2500,-0.213117828585068,Decline
2013-12,2106288,1465344,640944,289784,1175560,1714185,248841,-42472,-2.01643839778796,Decline,-47976,-7.48520931625852,Decline,7297,2.51808243381277,Growth,-1793,-0.1525230528429,Decline
2013-11,2148760,1459840,688920,282487,1177353,1723706,263867,10570,0.491911614140248,Growth,-1761,-0.255617488242466,Decline,3855,1.36466456863502,Growth,8476,0.719920023986009,Growth
2013-10,2138190,1447509,690681,278632,1168877,1705271,257762,-1836,-0.0858670183660011,Decline,-6905,-0.999737939801442,Decline,906,0.325160067759626,Growth,4163,0.35615381259106,Growth
2013-09,2140026,1442440,697586,277726,1164714,1699330,256890,10527,0.491909911374909,Growth,4024,0.57684643900537,Growth,4629,1.66675068232719,Growth,1874,0.160897868489603,Growth
2013-08,2129499,1435937,693562,273097,1162840,1693002,257065,21024,0.987274471601067,Growth,17442,2.51484366213835,Growth,-2589,-0.948014807925389,Decline,6170,0.530597502665887,Growth
2013-07,2108475,1432355,676120,275686,1156670,1680487,248132,11286,0.535268381175968,Growth,14142,2.09164053718275,Growth,-664,-0.240853724889911,Decline,-2191,-0.189423085236066,Decline
2013-06,2097189,1435210,661978,276350,1158861,1685912,250702,2526,0.120446941119756,Growth,-4888,-0.738393118804552,Decline,3653,1.32187443459381,Growth,3762,0.324629097018538,Growth
2013-05,2094663,1427796,666866,272697,1155099,1678828,251031,3745,0.178787709526544,Growth,-7366,-1.10456973364964,Decline,3372,1.23653725563538,Growth,7738,0.669899290017566,Growth
2013-04,2090918,1416686,674232,269325,1147361,1671311,254625,-2409,-0.115212552572602,Decline,-2987,-0.443022579764829,Decline,-583,-0.216467093660076,Decline,1162,0.101275884399069,Growth
2013-03,2093327,1416108,677219,269908,1146199,1669330,253223,-2672,-0.127643698285074,Decline,-17861,-2.63740385311103,Decline,3594,1.33156482949746,Growth,11594,1.01151719727552,Growth
2013-02,2095999,1400919,695080,266314,1134605,1648060,247142,4584,0.218702394419081,Growth,-4870,-0.700638775392761,Decline,1216,0.456603858603002,Growth,8237,0.725979525914305,Growth
2013-01,2091415,1391465,699950,265098,1126368,1636826,245361,-131,-0.00626370184779204,Decline,6718,0.959782841631545,Growth,-275,-0.103735222446039,Decline,-6573,-0.58355706128015,Decline
2012-12,2091546,1398314,693232,265373,1132941,1640803,242489,15499,0.741030797314522,Growth,7095,1.02346689131488,Growth,5267,1.98475353558953,Growth,3138,0.276978236289445,Growth
2012-11,2076047,1389910,686137,260106,1129803,1647955,258046,993,0.0478312870566032,Growth,-10966,-1.59822309538766,Decline,2598,0.998823556550022,Growth,9361,0.82855152623953,Growth
2012-10,2075054,1377950,697103,257508,1120442,1636938,258987,-5629,-0.271270048875836,Decline,-7413,-1.06340096083362,Decline,-964,-0.374357301520729,Decline,2748,0.245260352610845,Growth
2012-09,2080683,1376167,704516,258472,1117694,1634644,258477,3752,0.180325402764381,Growth,-2843,-0.403539451197702,Decline,3446,1.33321984586338,Growth,3148,0.281651328538938,Growth
2012-08,2076931,1369572,707359,255026,1114546,1628527,258955,11786,0.567471909273828,Growth,2195,0.310309192362011,Growth,140,0.0548963635080345,Growth,9450,0.847878867269722,Growth
2012-07,2065145,1359981,705164,254886,1105096,1614760,254778,-2670,-0.129288742436972,Decline,-769,-0.10905264590932,Decline,-1861,-0.730130332776222,Decline,-39,-0.00352910516371428,Decline
2012-06,2067815,1361882,705933,256747,1105135,1613689,251806,-20700,-1.00105667093043,Decline,-35861,-5.07994384736229,Decline,1328,0.517240707778475,Growth,13832,1.25161179403421,Growth
2012-05,2088515,1346722,741794,255419,1091303,1594528,247806,3402,0.162890857858335,Growth,-4308,-0.580754225566667,Decline,5428,2.12513556156746,Growth,2284,0.209291095140396,Growth
2012-04,2085113,1339011,746102,249991,1089019,1595243,256232,16088,0.77156489840119,Growth,13474,1.80591929789761,Growth,-1504,-0.601621658379702,Decline,4117,0.378046664015963,Growth
2012-03,2069025,1336397,732628,251495,1084902,1589518,253121,3005,0.145237491088798,Growth,-13609,-1.85755936164056,Decline,5597,2.2254915604684,Growth,11017,1.01548342615278,Growth
2012-02,2066020,1319783,746237,245898,1073885,1562462,242679,-27971,-1.35385911075401,Decline,-36222,-4.85395390472464,Decline,985,0.400572595141075,Growth,7265,0.676515641805221,Growth
2012-01,2093991,1311532,782459,244913,1066620,1557788,246256,4124,0.196944494985891,Growth,16244,2.0760193185841,Growth,-6690,-2.73158223532438,Decline,-5429,-0.508991018357053,Decline
2011-12,2089867,1323652,766215,251603,1072049,1560735,237084,-19945,-0.954366952538128,Decline,-32182,-4.20012659632088,Decline,3718,1.4777248284003,Growth,8519,0.794646513358998,Growth
2011-11,2109812,1311415,798397,247885,1063530,1565478,254063,-11329,-0.536967274809319,Decline,-16033,-2.00814882821453,Decline,2077,0.837888537023216,Growth,2627,0.24700760674358,Growth
2011-10,2121141,1306712,814430,245808,1060903,1566269,259558,-13153,-0.62009079075837,Decline,-10851,-1.33234286556242,Decline,-4368,-1.77699668033587,Decline,2066,0.194739764144319,Growth
2011-09,2134294,1309013,825281,250176,1058837,1563890,254876,-9003,-0.421825671627245,Decline,-20902,-2.53271310014407,Decline,5762,2.30317856229215,Growth,6137,0.579598181778687,Growth
2011-08,2143297,1297114,846183,244414,1052700,1562102,264988,-9190,-0.428778652701889,Decline,-7719,-0.912214024625879,Decline,-412,-0.168566448730433,Decline,-1058,-0.100503467274627,Decline
2011-07,2152487,1298585,853902,244826,1053758,1557298,258713,-3040,-0.141231979565963,Decline,1099,0.128703293820602,Growth,-7070,-2.88776518833784,Decline,2931,0.278147354515932,Growth
2011-06,2155527,1302723,852803,251896,1050827,1554740,252016,-5774,-0.267869527962303,Decline,-11970,-1.40360669462936,Decline,5645,2.24100422396545,Growth,550,0.052339728613749,Growth
2011-05,2161301,1296528,864773,246251,1050277,1550711,254183,-420,-0.01943273981736,Decline,-711,-0.0822181081046702,Decline,5601,2.2745085299146,Growth,-5310,-0.505580908655526,Decline
2011-04,2161721,1296237,865484,240650,1055587,1548571,252334,-918,-0.042466164690078,Decline,876,0.101215042681321,Growth,-9498,-3.94681072096406,Decline,7704,0.729830890300847,Growth
